dialogue_id,session,category,turn_id,turn_index,speaker,content,start_time,end_time,duration,primary_emotion_label,valence,arousal,dominance,valence_std,arousal_std,dominance_std,avg_vad_std,num_vad_annotators,annotator_valences,annotator_arousals,annotator_dominances
Ses01F_impro01,01,improvis,Ses01F_impro01_M008,17,M,"No.  I need another ID, a separate one.",58.18,62.59,4.41,Frustration,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[3, 4, 3]","[3, 4, 4]"
Ses01F_impro01,01,improvis,Ses01F_impro01_F011,21,F,"Yes but my wallet was stolen, I don't have anything.  I don't have any credit cards, I don't have my ID.  Don't you have things on file here?",72.45,82.26,9.81,Frustration,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[3, 4, 4]","[3, 4, 4]"
Ses01F_impro01,01,improvis,Ses01F_impro01_F012,23,F,That's out of control.,85.27,88.02,2.75,Anger,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[3, 4, 4]","[3, 4, 4]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M000,1,M,It's not fair.,17.6,20.6264,3.0264,Unknown,2.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[2, 3, 3]","[2, 3, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F001,2,F,Yeah.  I know.,19.85,22.78,2.93,Sadness,2.0,1.5,1.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 3]","[1, 2, 2]","[1, 2, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M001,3,M,"I don't understand.  You've already done so much, I don't know why do you have to go back.",21.76,27.5558,5.7958,Sadness,2.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[2, 3, 3]","[2, 3, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F002,4,F,I don't know.  I put in that. request too. They didn't...,26.5659,32.2895,5.7236,Sadness,2.0,1.5,1.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[1, 2, 2]","[1, 2, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F003,5,F,"I guess, you know, everybody has to make sacrifices.",32.3075,37.96,5.6525,Neutral,2.0,2.0,2.0,0.0,1.4142,0.0,0.4714,3,"[2, 2, 2]","[1, 3, 3]","[2, 2, 4]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M003,8,M,I just don't see how they can make you leave when you have a new baby - we have a new kid.,52.71,59.0534,6.3434,Frustration,2.0,3.0,3.0,0.0,1.4142,0.0,0.4714,3,"[2, 2, 2]","[2, 4, 3]","[3, 3, 2]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F008,15,F,"Just, you know, kicking myself.",87.2031,91.09,3.8869,Sadness,1.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[2, 1, 2]","[2, 2, 3]","[1, 2, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M007,18,M,This is a stupid war.,103.27,107.1,3.83,Unknown,2.0,3.0,2.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 1]","[3, 3, 3]","[2, 3, 2]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M009,21,M,I just don't see why it has to be you.,114.1775,117.85,3.6725,Sadness,2.0,1.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[1, 2, 2]","[2, 3, 2]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F012,22,F,"If not me then, who?",117.83,120.8605,3.0305,Sadness,3.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 4, 3]","[2, 2, 3]","[1, 2, 4]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F015,28,F,Last month--  Yeah.,151.4221,155.01,3.5879,Sadness,2.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 1]","[2, 3, 3]","[2, 3, 3]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F016,30,F,I have to find sitters.,163.54,165.73,2.19,Neutral,2.0,1.0,2.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 2]","[1, 1, 2]","[2, 3, 4]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M014,31,M,I can't raise a baby by myself.  How?,164.885,169.5,4.615,Sadness,1.5,3.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[2, 1, 1]","[3, 3, 2]","[2, 1, 1]"
Ses01F_impro02,01,improvis,Ses01F_impro02_F020,36,F,And I want lots and lots and lots of pictures.,186.58,191.11,4.53,Sadness,4.0,2.0,2.5,0.0,0.0,0.7071,0.2357,3,"[4, 4, 2]","[2, 2, 3]","[2, 3, 4]"
Ses01F_impro02,01,improvis,Ses01F_impro02_M016,37,M,It's just not fair.,195.1047,199.52,4.4153,Frustration,2.0,1.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[1, 2, 2]","[2, 3, 1]"
Ses01F_impro03,01,improvis,Ses01F_impro03_F001,3,F,"And, um, I got married.",7.93,11.37,3.44,Happiness,4.0,2.6667,2.6667,0.0,0.5774,0.5774,0.38493333333333335,4,"[4, 4, 4, 5]","[3, 3, 2, 4]","[3, 3, 2, 4]"
Ses01F_impro03,01,improvis,Ses01F_impro03_F011,22,F,"He's not going to be a citizen, though.",51.36,53.4925,2.1325,Unknown,4.0,3.0,2.3333,0.0,0.0,1.1547,0.3849,4,"[4, 4, 4, 4]","[3, 3, 3, 3]","[3, 3, 1, 3]"
Ses01F_impro03,01,improvis,Ses01F_impro03_M021,44,M,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",101.67,104.35,2.68,Neutral,3.0,3.3333,2.6667,0.0,0.5774,0.5774,0.38493333333333335,4,"[3, 3, 3, 4]","[3, 4, 3, 2]","[3, 3, 2, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M000,0,M,"Have you tried, uh, Craig's List?",2.7418,6.6575,3.9157,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F000,1,F,"Uh, what?  Craig's List?  Oh the internet thing?",7.2455,11.64,4.3945,Neutral,3.0,3.0,3.0,0.0,1.4142,0.0,0.4714,3,"[3, 3, 3]","[2, 4, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F001,3,F,I don't know.  Isn't that-- that's all like escort services and things like that.,11.7448,16.15,4.4052,Neutral,2.5,2.5,3.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[3, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M002,4,M,No.  There's regular jobs on there.,15.64,18.9,3.26,Neutral,3.0,2.5,3.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 3]","[2, 3, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F002,5,F,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",18.6,30.8976,12.2976,Frustration,2.5,3.5,3.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 2]","[3, 4, 3]","[3, 3, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M003,6,M,Uh huh.,26.91,28.71,1.8,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M004,7,M,I'm just saying I have a friend that got a good job on it so I was just recommending it.,30.88,35.5225,4.6425,Neutral,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3,"[3, 3, 3]","[3, 3, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M005,9,M,He's like a manager for a theatre.,37.19,40.53,3.34,Neutral,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3,"[3, 3, 3]","[3, 3, 3]","[3, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F004,10,F,Really?,40.23,41.95,1.72,Unknown,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M006,11,M,He's like a house manager. Yeah.  It's a good job.,40.54,43.576,3.036,Neutral,3.0,3.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 4]","[3, 4, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F005,12,F,He just...,43.35,45.7596,2.4096,Neutral,3.0,2.0,2.5,0.0,0.0,0.7071,0.2357,3,"[3, 3, 3]","[2, 2, 3]","[2, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F006,13,F,you know what?  I heard about that job.  I applied for that.,46.2735,49.83,3.5565,Neutral,3.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 2]","[3, 4, 4]","[4, 3, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F007,15,F,Yeah.  I saw a posting at the theatre.,50.11,54.31,4.2,Frustration,3.0,3.5,4.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 2]","[3, 4, 4]","[4, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M008,16,M,Yeah.,55.21,56.33,1.12,Neutral,3.0,3.0,2.5,0.0,0.0,0.7071,0.2357,3,"[3, 3, 3]","[3, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F008,17,F,He got it?,54.37,55.67,1.3,Unknown,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[3, 4, 4]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M009,18,M,You've been looking for a job for a long time; that was a long time ago.  Right?,56.35,59.0245,2.6745,Neutral,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3,"[3, 3, 3]","[3, 3, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F010,21,F,What did he do?  What was so great?  I don't understand why they would pick him over me.,60.6771,66.5275,5.8504,Unknown,2.0,3.5,3.0,0.0,0.7071,0.0,0.2357,3,"[2, 2, 2]","[3, 4, 4]","[3, 3, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F012,25,F,No.,72.13,74.73,2.6,Unknown,2.5,2.5,4.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 1]","[2, 3, 4]","[4, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M013,26,M,It's kind of helpful when getting a job.,73.7473,77.15,3.4027,Neutral,3.0,2.0,3.0,0.0,0.0,0.0,0.0,3,"[3, 3, 3]","[2, 2, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F013,27,F,I just- I mean I call people up and I tell them what I'm good at.,76.49,80.7269,4.2369,Neutral,3.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 2]","[3, 4, 3]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F015,30,F,I don't like- I don't like sending things in the mail.  I don't want my information out there.,87.2203,93.33,6.1097,Unknown,2.0,4.0,3.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 2]","[4, 4, 4]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M015,31,M,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",92.37,99.27,6.9,Neutral,2.5,3.5,3.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[3, 4, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F016,32,F,I'm there in front of them.  I'm telling them what I'm good at.,97.41,101.0475,3.6375,Frustration,2.0,4.0,3.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 2]","[4, 4, 4]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M016,33,M,"Yeah.  But the piece of paper helps, too.",100.485,103.47,2.985,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F017,34,F,Why?  It's a piece of paper.,102.78,105.415,2.635,Frustration,2.0,4.5,4.0,0.0,0.7071,0.0,0.2357,3,"[2, 2, 2]","[4, 5, 4]","[4, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M017,35,M,"No.  But it has an outline, you know.",104.97,107.78,2.81,Neutral,3.0,3.5,3.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 3]","[3, 4, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F018,36,F,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",106.17,111.86,5.69,Frustration,2.0,4.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[4, 5, 4]","[4, 3, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M018,37,M,"I know.  Okay.  Well, um. Maybe--",111.66,117.725,6.065,Neutral,3.0,3.5,3.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 3]","[3, 4, 3]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F019,38,F,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",114.92,122.31,7.39,Frustration,3.0,3.5,3.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 2]","[3, 4, 3]","[3, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M019,39,M,Yeah.,118.46,119.77,1.31,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 1]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M020,40,M,"Okay, yeah.  I would imagine.",121.5,123.42,1.92,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M021,42,M,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",129.43,139.16,9.73,Neutral,3.5,3.5,3.0,0.7071,0.7071,0.0,0.4714,3,"[4, 3, 3]","[3, 4, 2]","[3, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F022,44,F,Please.,138.13,139.89,1.76,Frustration,2.0,2.0,2.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 2]","[2, 2, 4]","[2, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M022,45,M,maybe get a car.,139.5219,141.8225,2.3006,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M023,46,M,"I just, you know, think you should try a little harder maybe.",144.9125,149.51,4.5975,Neutral,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 2]","[2, 2, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M025,50,M,"I am riding the bus, but by choice.",154.6,157.8,3.2,Neutral,3.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[3, 4, 2]","[3, 4, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F026,53,F,You're saving the environment. mmhmm,161.0787,163.78,2.7013,Frustration,2.5,2.0,3.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 2]","[2, 2, 3]","[3, 4, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M028,56,M,Mmhmm.,165.47,166.71,1.24,Neutral,3.0,2.5,2.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 3]","[2, 3, 2]","[2, 2, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F028,58,F,I'm not frustrated.,170.83,172.84,2.01,Anger,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 3]","[3, 4, 3]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M030,59,M,...you can't get a job and refuse to have a resume.,171.75,175.26,3.51,Frustration,2.5,2.5,3.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[3, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M031,61,M,I don't think I'm anyone.,178.0033,180.865,2.8617,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[3, 2, 2]","[2, 3, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F030,62,F,You are so high and mighty.  I just--,180.3025,183.4875,3.185,Anger,1.5,3.5,4.0,0.7071,0.7071,0.0,0.4714,3,"[2, 1, 2]","[3, 4, 4]","[4, 4, 5]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M032,63,M,I- I-I didn't-- okay.,182.82,185.54,2.72,Neutral,2.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 3]","[2, 2, 2]","[1, 2, 2]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F031,64,F,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,184.47,188.87,4.4,Anger,1.5,3.0,3.5,0.7071,0.0,0.7071,0.4714,3,"[2, 1, 2]","[3, 3, 4]","[3, 4, 4]"
Ses01F_impro04,01,improvis,Ses01F_impro04_F032,67,F,"The bus, I'm riding the bus because I want to.",189.12,192.02,2.9,Anger,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 3]","[3, 4, 4]","[3, 4, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M035,68,M,you know what?  You don't have to take your anger and your hurt out on me.,191.28,195.13,3.85,Frustration,2.0,3.5,3.0,0.0,0.7071,0.0,0.2357,3,"[2, 2, 3]","[3, 4, 3]","[3, 3, 3]"
Ses01F_impro04,01,improvis,Ses01F_impro04_M036,70,M,Why not?,200.215,202.0825,1.8675,Unknown,2.5,3.0,3.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 3]","[3, 3, 3]","[3, 4, 2]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F000,0,F,Hi.,4.24,5.23,0.99,Frustration,4.0,2.0,1.5,0.0,0.0,0.7071,0.2357,3,"[4, 4, 3]","[2, 2, 3]","[1, 2, 4]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F001,2,F,Yeah. This is the fourth line that I have been in.,5.26,7.16,1.9,Frustration,2.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 3]","[2, 3, 4]","[2, 3, 4]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F003,7,F,"I flew in over three hours ago, I've been in four different lines.",9.2,13.02,3.82,Frustration,2.0,3.0,3.5,0.0,0.0,0.7071,0.2357,3,"[2, 2, 3]","[3, 3, 3]","[3, 4, 4]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F004,9,F,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,13.04,22.74,9.7,Frustration,2.0,3.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[3, 4, 4]","[3, 4, 5]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M012,23,M,"for such an inconvenience and your bag, but",70.38,73.14,2.76,Neutral,2.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 4]","[2, 2, 3]","[1, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F011,24,F,Is this a joke?,73.87,75.5375,1.6675,Anger,2.0,4.5,3.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 3]","[4, 5, 4]","[3, 4, 5]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M013,25,M,Yeah.,73.55,74.99,1.44,Neutral,2.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 2]","[2, 2, 3]","[1, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M015,28,M,"No, no.  This is real.",80.22,83.2425,3.0225,Neutral,2.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 3]","[2, 2, 3]","[1, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M016,30,M,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",85.72,93.9575,8.2375,Neutral,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M018,33,M,"Once again, I'm really- I'm really sorry.",100.55,103.68,3.13,Unknown,3.0,3.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 4]","[3, 4, 3]","[2, 3, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F017,39,F,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,127.485,136.85,9.365,Anger,1.5,5.0,4.5,0.7071,0.0,0.7071,0.4714,3,"[2, 1, 1]","[5, 5, 5]","[4, 5, 5]"
Ses01F_impro05,01,improvis,Ses01F_impro05_F019,43,F,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",140.225,145.6,5.375,Anger,1.5,4.0,4.5,0.7071,0.0,0.7071,0.4714,3,"[2, 1, 1]","[4, 4, 5]","[4, 5, 5]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M024,44,M,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",144.85,151.16,6.31,Neutral,2.5,3.0,2.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 3]","[3, 3, 3]","[3, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M025,46,M,It's a gift.,151.335,152.71,1.375,Neutral,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M027,49,M,With the amount of--,159.66,161.37,1.71,Neutral,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 3]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M028,51,M,"Um, actually, I don't know. I don't know. Oh really?",163.25,166.99,3.74,Neutral,2.5,2.5,2.0,0.7071,0.7071,0.0,0.4714,3,"[3, 2, 4]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M030,56,M,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",173.7325,178.2625,4.53,Neutral,3.0,2.5,2.0,0.0,0.7071,0.0,0.2357,3,"[3, 3, 4]","[2, 3, 3]","[2, 2, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M031,58,M,Oh.  My name is Sean. Hi.,178.59,180.87,2.28,Neutral,3.0,2.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[3, 3, 3]","[2, 3, 3]","[2, 3, 3]"
Ses01F_impro05,01,improvis,Ses01F_impro05_M035,66,M,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",205.63,211.94,6.31,Neutral,2.5,2.0,1.5,0.7071,0.0,0.7071,0.4714,3,"[3, 2, 3]","[2, 2, 3]","[1, 2, 3]"
Ses01F_impro06,01,improvis,Ses01F_impro06_M000,0,M,"I'm sorry, Joy.",11.46,14.74,3.28,Sadness,2.5,2.0,3.0,0.7071,0.0,0.0,0.2357,3,"[3, 2, 2]","[2, 2, 2]","[3, 3, 3]"
Ses01F_impro06,01,improvis,Ses01F_impro06_M001,2,M,Is there anything I can get you?  Do you want me to take care of anything for you or...?,18.49,24.91,6.42,Neutral,2.5,3.0,3.5,0.7071,0.0,0.7071,0.4714,3,"[2, 3, 2]","[3, 3, 3]","[3, 4, 2]"
Ses01F_impro06,01,improvis,Ses01F_impro06_F001,3,F,"No, no, no.",24.02,25.69,1.67,Unknown,2.0,2.0,2.0,0.0,0.0,1.4142,0.4714,3,"[2, 2, 3]","[2, 2, 2]","[1, 3, 3]"
Ses01F_impro06,01,improvis,Ses01F_impro06_M002,4,M,...pick up anything?,25.12,26.56,1.44,Neutral,2.5,2.0,3.0,0.7071,0.0,0.0,0.2357,3,"[2, 3, 3]","[2, 2, 1]","[3, 3, 1]"
Ses01F_impro06,01,improvis,Ses01F_impro06_F002,5,F,No.,26.07,27.65,1.58,Sadness,2.0,1.5,2.5,0.0,0.7071,0.7071,0.4714,3,"[2, 2, 2]","[2, 1, 1]","[2, 3, 2]"
